ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry;CustomerID;CustomerName;Address;City;Region;PostalCode;Country;Salesperson;OrderID;OrderDate;RequiredDate;ShippedDate;ShipperName;ProductID;ProductName;UnitPrice;Quantity;Discount;ExtendedPrice;Freight
Simons bistro;Vinb�ltet 34;Kobenhavn;;1734;Denmark;SIMOB;Simons bistro;Vinb�ltet 34;Kobenhavn;;1734;Denmark;Robert King;10642;8/22/1997;9/19/1997;9/5/1997;Federal Shipping;21;Sir Rodney's Scones;10;30;0.2;240;41.89
Simons bistro;Vinb�ltet 34;Kobenhavn;;1734;Denmark;SIMOB;Simons bistro;Vinb�ltet 34;Kobenhavn;;1734;Denmark;Robert King;10642;8/22/1997;9/19/1997;9/5/1997;Federal Shipping;61;Sirop d'�rable;28.5;20;0.2;456;41.89
Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany;ALFKI;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany;Michael Suyama;10643;8/25/1997;9/22/1997;9/2/1997;Speedy Express;28;R�ssle Sauerkraut;45.6;15;0.25;513;29.46
Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany;ALFKI;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany;Michael Suyama;10643;8/25/1997;9/22/1997;9/2/1997;Speedy Express;39;Chartreuse verte;18;21;0.25;283.5;29.46
Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany;ALFKI;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany;Michael Suyama;10643;8/25/1997;9/22/1997;9/2/1997;Speedy Express;46;Spegesild;12;2;0.25;18;29.46
Wellington Importadora;"Rua do Mercado, 12";Resende;SP;08737-363;Brazil;WELLI;Wellington Importadora;"Rua do Mercado, 12";Resende;SP;08737-363;Brazil;Janet Leverling;10644;8/25/1997;9/22/1997;9/1/1997;United Package;18;Carnarvon Tigers;62.5;4;0.1;225;0.14
Wellington Importadora;"Rua do Mercado, 12";Resende;SP;08737-363;Brazil;WELLI;Wellington Importadora;"Rua do Mercado, 12";Resende;SP;08737-363;Brazil;Janet Leverling;10644;8/25/1997;9/22/1997;9/1/1997;United Package;43;Ipoh Coffee;46;20;0;920;0.14
Wellington Importadora;"Rua do Mercado, 12";Resende;SP;08737-363;Brazil;WELLI;Wellington Importadora;"Rua do Mercado, 12";Resende;SP;08737-363;Brazil;Janet Leverling;10644;8/25/1997;9/22/1997;9/1/1997;United Package;46;Spegesild;12;21;0.1;226.8;0.14
Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;HANAR;Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;Margaret Peacock;10645;8/26/1997;9/23/1997;9/2/1997;Speedy Express;18;Carnarvon Tigers;62.5;20;0;1250;12.41
Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;HANAR;Hanari Carnes;"Rua do Pa�o, 67";Rio de Janeiro;RJ;05454-876;Brazil;Margaret Peacock;10645;8/26/1997;9/23/1997;9/2/1997;Speedy Express;36;Inlagd Sill;19;15;0;285;12.41
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Anne Dodsworth;10646;8/27/1997;10/8/1997;9/3/1997;Federal Shipping;1;Chai;18;15;0.25;202.5;142.33
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Anne Dodsworth;10646;8/27/1997;10/8/1997;9/3/1997;Federal Shipping;10;Ikura;31;18;0.25;418.5;142.33
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Anne Dodsworth;10646;8/27/1997;10/8/1997;9/3/1997;Federal Shipping;71;Flotemysost;21.5;30;0.25;483.75;142.33
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Anne Dodsworth;10646;8/27/1997;10/8/1997;9/3/1997;Federal Shipping;77;Original Frankfurter gr�ne So�e;13;35;0.25;341.25;142.33
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Margaret Peacock;10647;8/27/1997;9/10/1997;9/3/1997;United Package;19;Teatime Chocolate Biscuits;9.2;30;0;276;45.54
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Margaret Peacock;10647;8/27/1997;9/10/1997;9/3/1997;United Package;39;Chartreuse verte;18;20;0;360;45.54
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Steven Buchanan;10648;8/28/1997;10/9/1997;9/9/1997;United Package;22;Gustaf's Kn�ckebr�d;21;15;0;315;14.25
Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;RICAR;Ricardo Adocicados;"Av. Copacabana, 267";Rio de Janeiro;RJ;02389-890;Brazil;Steven Buchanan;10648;8/28/1997;10/9/1997;9/9/1997;United Package;24;Guaran� Fant�stica;4.5;15;0.15000001;57.38;14.25
Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium;MAISD;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium;Steven Buchanan;10649;8/28/1997;9/25/1997;8/29/1997;Federal Shipping;28;R�ssle Sauerkraut;45.6;20;0;912;6.2
Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium;MAISD;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium;Steven Buchanan;10649;8/28/1997;9/25/1997;8/29/1997;Federal Shipping;72;Mozzarella di Giovanni;34.8;15;0;522;6.2
Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;FAMIA;Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;Steven Buchanan;10650;8/29/1997;9/26/1997;9/3/1997;Federal Shipping;30;Nord-Ost Matjeshering;25.89;30;0;776.7;176.81
Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;FAMIA;Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;Steven Buchanan;10650;8/29/1997;9/26/1997;9/3/1997;Federal Shipping;53;Perth Pasties;32.8;25;5.00E-02;779;176.81
Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;FAMIA;Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;Steven Buchanan;10650;8/29/1997;9/26/1997;9/3/1997;Federal Shipping;54;Tourti�re;7.45;30;0;223.5;176.81
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Laura Callahan;10651;9/1/1997;9/29/1997;9/11/1997;United Package;19;Teatime Chocolate Biscuits;9.2;12;0.25;82.8;20.6
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Laura Callahan;10651;9/1/1997;9/29/1997;9/11/1997;United Package;22;Gustaf's Kn�ckebr�d;21;20;0.25;315;20.6
Gourmet Lanchonetes;"Av. Brasil, 442";Campinas;SP;04876-786;Brazil;GOURL;Gourmet Lanchonetes;"Av. Brasil, 442";Campinas;SP;04876-786;Brazil;Margaret Peacock;10652;9/1/1997;9/29/1997;9/8/1997;United Package;30;Nord-Ost Matjeshering;25.89;2;0.25;38.83;7.14
Gourmet Lanchonetes;"Av. Brasil, 442";Campinas;SP;04876-786;Brazil;GOURL;Gourmet Lanchonetes;"Av. Brasil, 442";Campinas;SP;04876-786;Brazil;Margaret Peacock;10652;9/1/1997;9/29/1997;9/8/1997;United Package;42;Singaporean Hokkien Fried Mee;14;20;0;280;7.14
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Nancy Davolio;10653;9/2/1997;9/30/1997;9/19/1997;Speedy Express;16;Pavlova;17.45;30;0.1;471.15;93.25
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Nancy Davolio;10653;9/2/1997;9/30/1997;9/19/1997;Speedy Express;60;Camembert Pierrot;34;20;0.1;612;93.25
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Steven Buchanan;10654;9/2/1997;9/30/1997;9/11/1997;Speedy Express;4;Chef Anton's Cajun Seasoning;22;12;0.1;237.6;55.26
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Steven Buchanan;10654;9/2/1997;9/30/1997;9/11/1997;Speedy Express;39;Chartreuse verte;18;20;0.1;324;55.26
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Steven Buchanan;10654;9/2/1997;9/30/1997;9/11/1997;Speedy Express;54;Tourti�re;7.45;6;0.1;40.23;55.26
Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy;REGGC;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy;Nancy Davolio;10655;9/3/1997;10/1/1997;9/11/1997;United Package;41;Jack's New England Clam Chowder;9.65;20;0.2;154.4;4.41
Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;GREAL;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;Michael Suyama;10656;9/4/1997;10/2/1997;9/10/1997;Speedy Express;14;Tofu;23.25;3;0.1;62.77;57.15
Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;GREAL;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;Michael Suyama;10656;9/4/1997;10/2/1997;9/10/1997;Speedy Express;44;Gula Malacca;19.45;28;0.1;490.14;57.15
Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;GREAL;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA;Michael Suyama;10656;9/4/1997;10/2/1997;9/10/1997;Speedy Express;47;Zaanse koeken;9.5;6;0.1;51.3;57.15
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Andrew Fuller;10657;9/4/1997;10/2/1997;9/15/1997;United Package;15;Genen Shouyu;15.5;50;0;775;352.69
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Andrew Fuller;10657;9/4/1997;10/2/1997;9/15/1997;United Package;41;Jack's New England Clam Chowder;9.65;24;0;231.6;352.69
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Andrew Fuller;10657;9/4/1997;10/2/1997;9/15/1997;United Package;46;Spegesild;12;45;0;540;352.69
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Andrew Fuller;10657;9/4/1997;10/2/1997;9/15/1997;United Package;47;Zaanse koeken;9.5;10;0;95;352.69
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Andrew Fuller;10657;9/4/1997;10/2/1997;9/15/1997;United Package;56;Gnocchi di nonna Alice;38;45;0;1710;352.69
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Andrew Fuller;10657;9/4/1997;10/2/1997;9/15/1997;United Package;60;Camembert Pierrot;34;30;0;1020;352.69
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Margaret Peacock;10658;9/5/1997;10/3/1997;9/8/1997;Speedy Express;21;Sir Rodney's Scones;10;60;0;600;364.15
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Margaret Peacock;10658;9/5/1997;10/3/1997;9/8/1997;Speedy Express;40;Boston Crab Meat;18.4;70;5.00E-02;1223.6;364.15
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Margaret Peacock;10658;9/5/1997;10/3/1997;9/8/1997;Speedy Express;60;Camembert Pierrot;34;55;5.00E-02;1776.5;364.15
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Margaret Peacock;10658;9/5/1997;10/3/1997;9/8/1997;Speedy Express;77;Original Frankfurter gr�ne So�e;13;70;5.00E-02;864.5;364.15
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Robert King;10659;9/5/1997;10/3/1997;9/10/1997;United Package;31;Gorgonzola Telino;12.5;20;5.00E-02;237.5;105.81
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Robert King;10659;9/5/1997;10/3/1997;9/10/1997;United Package;40;Boston Crab Meat;18.4;24;5.00E-02;419.52;105.81
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Robert King;10659;9/5/1997;10/3/1997;9/10/1997;United Package;70;Outback Lager;15;40;5.00E-02;570;105.81
Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA;HUNGC;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA;Laura Callahan;10660;9/8/1997;10/6/1997;10/15/1997;Speedy Express;20;Sir Rodney's Marmalade;81;21;0;1701;111.29
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Robert King;10661;9/9/1997;10/7/1997;9/15/1997;Federal Shipping;39;Chartreuse verte;18;3;0.2;43.2;17.55
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Robert King;10661;9/9/1997;10/7/1997;9/15/1997;Federal Shipping;58;Escargots de Bourgogne;13.25;49;0.2;519.4;17.55
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Janet Leverling;10662;9/9/1997;10/7/1997;9/18/1997;United Package;68;Scottish Longbreads;12.5;10;0;125;1.28
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Andrew Fuller;10663;9/10/1997;9/24/1997;10/3/1997;United Package;40;Boston Crab Meat;18.4;30;5.00E-02;524.4;113.15
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Andrew Fuller;10663;9/10/1997;9/24/1997;10/3/1997;United Package;42;Singaporean Hokkien Fried Mee;14;30;5.00E-02;399;113.15
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Andrew Fuller;10663;9/10/1997;9/24/1997;10/3/1997;United Package;51;Manjimup Dried Apples;53;20;5.00E-02;1007;113.15
Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;FURIB;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;Nancy Davolio;10664;9/10/1997;10/8/1997;9/19/1997;Federal Shipping;10;Ikura;31;24;0.15000001;632.4;1.27
Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;FURIB;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;Nancy Davolio;10664;9/10/1997;10/8/1997;9/19/1997;Federal Shipping;56;Gnocchi di nonna Alice;38;12;0.15000001;387.6;1.27
Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;FURIB;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;Nancy Davolio;10664;9/10/1997;10/8/1997;9/19/1997;Federal Shipping;65;Louisiana Fiery Hot Pepper Sauce;21.05;15;0.15000001;268.39;1.27
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Nancy Davolio;10665;9/11/1997;10/9/1997;9/17/1997;United Package;51;Manjimup Dried Apples;53;20;0;1060;26.31
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Nancy Davolio;10665;9/11/1997;10/9/1997;9/17/1997;United Package;59;Raclette Courdavault;55;1;0;55;26.31
Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;LONEP;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA;Nancy Davolio;10665;9/11/1997;10/9/1997;9/17/1997;United Package;76;Lakkalik��ri;18;10;0;180;26.31
Richter Supermarkt;Starenweg 5;Gen�ve;;1204;Switzerland;RICSU;Richter Supermarkt;Grenzacherweg 237;Gen�ve;;1203;Switzerland;Robert King;10666;9/12/1997;10/10/1997;9/22/1997;United Package;29;Th�ringer Rostbratwurst;123.79;36;0;4456.44;232.42
Richter Supermarkt;Starenweg 5;Gen�ve;;1204;Switzerland;RICSU;Richter Supermarkt;Grenzacherweg 237;Gen�ve;;1203;Switzerland;Robert King;10666;9/12/1997;10/10/1997;9/22/1997;United Package;65;Louisiana Fiery Hot Pepper Sauce;21.05;10;0;210.5;232.42
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Robert King;10667;9/12/1997;10/10/1997;9/19/1997;Speedy Express;69;Gudbrandsdalsost;36;45;0.2;1296;78.09
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Robert King;10667;9/12/1997;10/10/1997;9/19/1997;Speedy Express;71;Flotemysost;21.5;14;0.2;240.8;78.09
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Nancy Davolio;10668;9/15/1997;10/13/1997;9/23/1997;United Package;31;Gorgonzola Telino;12.5;8;0.1;90;47.22
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Nancy Davolio;10668;9/15/1997;10/13/1997;9/23/1997;United Package;55;P�t� chinois;24;4;0.1;86.4;47.22
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Nancy Davolio;10668;9/15/1997;10/13/1997;9/23/1997;United Package;64;Wimmers gute Semmelkn�del;33.25;15;0.1;448.87;47.22
Simons bistro;Vinb�ltet 34;Kobenhavn;;1734;Denmark;SIMOB;Simons bistro;Vinb�ltet 34;Kobenhavn;;1734;Denmark;Andrew Fuller;10669;9/15/1997;10/13/1997;9/22/1997;Speedy Express;36;Inlagd Sill;19;30;0;570;24.39
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Margaret Peacock;10670;9/16/1997;10/14/1997;9/18/1997;Speedy Express;23;Tunnbr�d;9;32;0;288;203.48
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Margaret Peacock;10670;9/16/1997;10/14/1997;9/18/1997;Speedy Express;46;Spegesild;12;60;0;720;203.48
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Margaret Peacock;10670;9/16/1997;10/14/1997;9/18/1997;Speedy Express;67;Laughing Lumberjack Lager;14;25;0;350;203.48
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Margaret Peacock;10670;9/16/1997;10/14/1997;9/18/1997;Speedy Express;73;R�d Kaviar;15;50;0;750;203.48
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Margaret Peacock;10670;9/16/1997;10/14/1997;9/18/1997;Speedy Express;75;Rh�nbr�u Klosterbier;7.75;25;0;193.75;203.48
France restauration;"54, rue Royale";Nantes;;44000;France;FRANR;France restauration;"54, rue Royale";Nantes;;44000;France;Nancy Davolio;10671;9/17/1997;10/15/1997;9/24/1997;Speedy Express;16;Pavlova;17.45;10;0;174.5;30.34
France restauration;"54, rue Royale";Nantes;;44000;France;FRANR;France restauration;"54, rue Royale";Nantes;;44000;France;Nancy Davolio;10671;9/17/1997;10/15/1997;9/24/1997;Speedy Express;62;Tarte au sucre;49.3;10;0;493;30.34
France restauration;"54, rue Royale";Nantes;;44000;France;FRANR;France restauration;"54, rue Royale";Nantes;;44000;France;Nancy Davolio;10671;9/17/1997;10/15/1997;9/24/1997;Speedy Express;65;Louisiana Fiery Hot Pepper Sauce;21.05;12;0;252.6;30.34
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Anne Dodsworth;10672;9/17/1997;10/1/1997;9/26/1997;United Package;38;C�te de Blaye;263.5;15;0.1;3557.25;95.75
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Anne Dodsworth;10672;9/17/1997;10/1/1997;9/26/1997;United Package;71;Flotemysost;21.5;12;0;258;95.75
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Andrew Fuller;10673;9/18/1997;10/16/1997;9/19/1997;Speedy Express;16;Pavlova;17.45;3;0;52.35;22.76
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Andrew Fuller;10673;9/18/1997;10/16/1997;9/19/1997;Speedy Express;42;Singaporean Hokkien Fried Mee;14;6;0;84;22.76
Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;WILMK;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland;Andrew Fuller;10673;9/18/1997;10/16/1997;9/19/1997;Speedy Express;43;Ipoh Coffee;46;6;0;276;22.76
Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK;ISLAT;Island Trading;Garden House Crowther Way;Cowes;Isle of Wight;PO31 7PJ;UK;Margaret Peacock;10674;9/18/1997;10/16/1997;9/30/1997;United Package;23;Tunnbr�d;9;5;0;45;0.9
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Steven Buchanan;10675;9/19/1997;10/17/1997;9/23/1997;United Package;14;Tofu;23.25;30;0;697.5;31.85
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Steven Buchanan;10675;9/19/1997;10/17/1997;9/23/1997;United Package;53;Perth Pasties;32.8;10;0;328;31.85
Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;FRANK;Frankenversand;Berliner Platz 43;M�nchen;;80805;Germany;Steven Buchanan;10675;9/19/1997;10/17/1997;9/23/1997;United Package;58;Escargots de Bourgogne;13.25;30;0;397.5;31.85
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Andrew Fuller;10676;9/22/1997;10/20/1997;9/29/1997;United Package;10;Ikura;31;2;0;62;2.01
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Andrew Fuller;10676;9/22/1997;10/20/1997;9/29/1997;United Package;19;Teatime Chocolate Biscuits;9.2;7;0;64.4;2.01
Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;TORTU;Tortuga Restaurante;Avda. Azteca 123;M�xico D.F.;;5033;Mexico;Andrew Fuller;10676;9/22/1997;10/20/1997;9/29/1997;United Package;44;Gula Malacca;19.45;21;0;408.45;2.01
Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;ANTON;Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;Nancy Davolio;10677;9/22/1997;10/20/1997;9/26/1997;Federal Shipping;26;Gumb�r Gummib�rchen;31.23;30;0.15000001;796.37;4.03
Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;ANTON;Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;Nancy Davolio;10677;9/22/1997;10/20/1997;9/26/1997;Federal Shipping;33;Geitost;2.5;8;0.15000001;17;4.03
Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;SAVEA;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA;Robert King;10678;9/23/1997;10/21/1997;10/16/1997;Federal Shipping;12;Queso Manchego La Pastora;38;100;0;3800;388.98
